!f:$UNITGRAPHS/seq2.f
\xyyygyyy
\g2
\xax 0 65.4484
\yax 90.00 90.01
\l2
\cm dx = -0.8000
\l3
\cm dx = -0.6000
\g1
\xax 0 65.4484
\yax 0 8
\l2
\cm dx = -0.8000
\l3
\cm dx = -0.6000
0.0 4 * 4 90.01 * 90.01 # 98 1315592
0.5 0 * 0 90.00 * 90.00 # 99 1320426
1.0 1 * 1 90.01 * 90.01 # 100 1325259
1.4 5 * 5 90.01 * 90.01 # 101 1330092
2.5 0 * 0 90.00 * 90.00 # 102 1340258
3.0 4 * 4 90.00 * 90.00 # 103 1345092
5.3 3 3 * 90.00 90.00 * # 105 1368424
7.6 3 3 * 90.01 90.01 * # 107 1391257
8.0 5 * 5 90.00 * 90.00 # 108 1396090
8.5 7 * 7 90.00 * 90.00 # 109 1400924
9.0 1 * 1 90.01 * 90.01 # 110 1405757
10.0 1 * 1 90.00 * 90.00 # 111 1415923
10.5 0 * 0 90.01 * 90.01 # 112 1420756
11.0 1 * 1 90.00 * 90.00 # 113 1425590
11.5 0 * 0 90.01 * 90.01 # 114 1430423
12.5 4 * 4 90.01 * 90.01 # 115 1440423
13.0 0 * 0 90.00 * 90.00 # 116 1445256
13.4 2 * 2 90.01 * 90.01 # 117 1450089
13.9 4 * 4 90.00 * 90.00 # 118 1454923
14.9 5 5 * 90.00 90.00 * # 119 1464922
15.4 0 * 0 90.01 * 90.01 # 120 1469755
15.9 1 * 1 90.00 * 90.00 # 121 1474588
16.4 4 4 * 90.00 90.00 * # 122 1479422
19.0 0 * 0 90.01 * 90.01 # 123 1505921
19.5 6 * 6 90.01 * 90.01 # 124 1510754
20.0 1 * 1 90.00 * 90.00 # 125 1515587
20.5 0 * 0 90.01 * 90.01 # 126 1520421
23.1 1 * 1 90.00 * 90.00 # 127 1546753
23.6 2 * 2 90.00 * 90.00 # 128 1551587
24.1 3 * 3 90.01 * 90.01 # 129 1556420
24.6 0 * 0 90.01 * 90.01 # 130 1561253
25.6 0 * 0 90.00 * 90.00 # 131 1571419
26.1 0 * 0 90.00 * 90.00 # 132 1576252
26.5 1 * 1 90.00 * 90.00 # 133 1581086
27.0 6 * 6 90.00 * 90.00 # 134 1585919
29.4 1 * 1 90.01 * 90.01 # 136 1609919
29.9 3 3 * 90.01 90.01 * # 137 1614752
30.4 5 * 5 90.01 * 90.01 # 138 1619585
30.9 5 * 5 90.00 * 90.00 # 139 1624418
33.6 0 * 0 90.00 * 90.00 # 141 1651917
34.1 1 * 1 90.00 * 90.00 # 142 1656750
34.6 2 * 2 90.01 * 90.01 # 143 1661584
35.1 4 4 * 90.00 90.00 * # 144 1666417
36.1 4 * 4 90.01 * 90.01 # 145 1676583
36.6 8 * 8 90.00 * 90.00 # 146 1681417
37.1 2 * 2 90.01 * 90.01 # 147 1686250
37.5 3 * 3 90.00 * 90.00 # 148 1691083
39.8 2 * 2 90.00 * 90.00 # 149 1713249
40.2 5 * 5 90.01 * 90.01 # 150 1718082
42.5 3 * 3 90.01 * 90.01 # 152 1740248
44.3 0 * 0 90.00 * 90.00 # 154 1759082
44.8 0 * 0 90.01 * 90.01 # 155 1763915
45.3 0 * 0 90.01 * 90.01 # 156 1768748
45.8 3 3 * 90.01 90.01 * # 157 1773581
46.8 0 * 0 90.00 * 90.00 # 158 1783747
47.3 0 * 0 90.01 * 90.01 # 159 1788580
47.8 1 * 1 90.00 * 90.00 # 160 1793414
48.3 0 * 0 90.00 * 90.00 # 161 1798247
49.3 4 4 * 90.00 90.00 * # 162 1808247
49.7 5 * 5 90.01 * 90.01 # 163 1813080
50.2 0 * 0 90.00 * 90.00 # 164 1817913
50.7 3 * 3 90.00 * 90.00 # 165 1822746
53.4 1 * 1 90.00 * 90.00 # 166 1849246
53.8 0 * 0 90.00 * 90.00 # 167 1854079
54.3 1 * 1 90.01 * 90.01 # 168 1858912
54.8 0 * 0 90.01 * 90.01 # 169 1863745
55.8 0 * 0 90.00 * 90.00 # 170 1873912
58.2 0 * 0 90.00 * 90.00 # 172 1897578
60.0 5 * 5 90.01 * 90.01 # 174 1915911
60.5 0 * 0 90.01 * 90.01 # 175 1920744
61.0 3 * 3 90.00 * 90.00 # 176 1925577
61.5 1 * 1 90.01 * 90.01 # 177 1930411
62.5 0 * 0 90.01 * 90.01 # 178 1940410
64.5 2 * 2 90.01 * 90.01 # 179 1960410
65.0 1 * 1 90.00 * 90.00 # 180 1965243
65.4 6 6 * 90.01 90.01 * # 181 1970076
