!f:$UNITGRAPHS/seq2.f
\xyyygyyy
\g2
\xax 0 60.5819
\yax -90.00 90.00
\l2
\cm dx = -0.8000
\l3
\cm dx = -0.6000
\g1
\xax 0 60.5819
\yax 0 23
\l2
\cm dx = -0.8000
\l3
\cm dx = -0.6000
0.0 21 21 * -90.00 -90.00 * # 248 70585822
1.6 7 * 7 90.00 * 90.00 # 249 70602155
2.1 13 * 13 -90.00 * -90.00 # 250 70606988
2.6 7 7 * 90.00 90.00 * # 251 70611822
5.2 5 * 5 90.00 * 90.00 # 253 70637488
5.6 10 * 10 -90.00 * -90.00 # 254 70642321
6.1 16 * 16 -90.00 * -90.00 # 255 70647154
6.6 12 * 12 -90.00 * -90.00 # 256 70651987
7.6 10 * 10 90.00 * 90.00 # 257 70662154
9.7 19 * 19 -90.00 * -90.00 # 259 70683153
10.2 15 * 15 -90.00 * -90.00 # 260 70687986
10.7 3 * 3 90.00 * 90.00 # 261 70692820
11.2 8 * 8 90.00 * 90.00 # 262 70697653
12.2 4 * 4 90.00 * 90.00 # 263 70707819
12.7 14 * 14 -90.00 * -90.00 # 264 70712652
13.2 4 * 4 90.00 * 90.00 # 265 70717486
13.6 18 * 18 -90.00 * -90.00 # 266 70722319
14.7 3 * 3 90.00 * 90.00 # 267 70732485
15.1 9 * 9 -90.00 * -90.00 # 268 70737319
15.6 17 17 * -90.00 -90.00 * # 269 70742152
16.1 15 * 15 -90.00 * -90.00 # 270 70746985
17.1 4 * 4 90.00 * 90.00 # 271 70757151
17.6 5 * 5 90.00 * 90.00 # 272 70761985
19.4 15 15 * -90.00 -90.00 * # 274 70780151
21.6 6 6 * 90.00 90.00 * # 276 70801984
22.1 8 * 8 90.00 * 90.00 # 277 70806817
22.6 4 * 4 90.00 * 90.00 # 278 70811650
23.1 3 * 3 -90.00 * -90.00 # 279 70816483
24.1 8 * 8 90.00 * 90.00 # 280 70826650
24.6 5 * 5 90.00 * 90.00 # 281 70831483
25.0 5 * 5 90.00 * 90.00 # 282 70836316
25.5 16 * 16 -90.00 * -90.00 # 283 70841149
26.5 23 * 23 -90.00 * -90.00 # 284 70851316
27.0 3 * 3 90.00 * 90.00 # 285 70856149
27.5 16 * 16 -90.00 * -90.00 # 286 70860982
28.0 7 * 7 -90.00 * -90.00 # 287 70865815
29.0 11 * 11 -90.00 * -90.00 # 288 70875982
29.5 14 * 14 -90.00 * -90.00 # 289 70880648
31.3 5 * 5 90.00 * 90.00 # 291 70898814
31.8 15 * 15 -90.00 * -90.00 # 292 70903648
32.3 17 * 17 -90.00 * -90.00 # 293 70908481
32.7 15 15 * -90.00 -90.00 * # 294 70913314
33.8 6 * 6 90.00 * 90.00 # 295 70923481
34.2 14 * 14 -90.00 * -90.00 # 296 70928314
34.7 3 * 3 -90.00 * -90.00 # 297 70933147
35.2 7 * 7 90.00 * 90.00 # 298 70937980
36.2 13 * 13 -90.00 * -90.00 # 299 70947980
36.7 4 * 4 90.00 * 90.00 # 300 70952813
38.6 7 7 * 90.00 90.00 * # 301 70971980
39.1 2 * 2 90.00 * 90.00 # 302 70976813
39.6 20 * 20 -90.00 * -90.00 # 303 70981646
40.1 9 * 9 -90.00 * -90.00 # 304 70986479
41.1 5 * 5 90.00 * 90.00 # 305 70996645
41.6 6 * 6 90.00 * 90.00 # 306 71001479
42.0 12 * 12 -90.00 * -90.00 # 307 71006312
42.5 3 * 3 90.00 * 90.00 # 308 71011145
43.5 14 * 14 -90.00 * -90.00 # 309 71021312
44.0 15 * 15 -90.00 * -90.00 # 310 71026145
45.6 15 * 15 -90.00 * -90.00 # 311 71041978
46.1 3 * 3 90.00 * 90.00 # 312 71046811
46.6 15 * 15 -90.00 * -90.00 # 313 71051644
47.1 16 16 * -90.00 -90.00 * # 314 71056477
48.1 5 * 5 90.00 * 90.00 # 315 71066477
50.2 15 * 15 -90.00 * -90.00 # 317 71088143
50.7 4 * 4 90.00 * 90.00 # 318 71092976
51.2 4 * 4 90.00 * 90.00 # 319 71097810
51.7 14 * 14 -90.00 * -90.00 # 320 71102643
54.2 18 * 18 -90.00 * -90.00 # 322 71127809
54.7 20 * 20 -90.00 * -90.00 # 323 71132642
55.2 2 * 2 90.00 * 90.00 # 324 71137475
55.6 10 * 10 -90.00 * -90.00 # 325 71142309
56.7 9 * 9 -90.00 * -90.00 # 326 71152475
57.1 6 * 6 90.00 * 90.00 # 327 71157308
57.6 4 4 * 90.00 90.00 * # 328 71162141
58.1 2 * 2 -90.00 * -90.00 # 329 71166974
59.1 3 * 3 90.00 * 90.00 # 330 71177141
59.6 7 * 7 90.00 * 90.00 # 331 71181974
60.1 17 * 17 -90.00 * -90.00 # 332 71186807
60.6 9 * 9 -90.00 * -90.00 # 333 71191641
