!f:$UNITGRAPHS/dxrds.f
\Title ic116.0.rds.DTd.trl 3284 to 3341 Binoc
#Preperiod 0.050, rate 4.64 +- 0.000  n = 56
Delay = 0
\xy-e
-1.2001 61.14 5 5.16
-1.0001 65.71 4 3.50
-0.8000 55.71 4 6.34
-0.6000 61.43 4 3.78
-0.4000 65.00 4 2.44
-0.2000 64.29 4 3.60
0.0000 53.57 4 4.42
0.2000 16.19 3 0.95
0.4000 13.57 4 4.42
0.6000 30.00 4 2.74
0.8000 38.57 4 4.88
1.0001 41.43 4 1.84
1.2001 44.29 4 6.23
\label i=2 te=Blank \2_
\xy-e--
0.0000 2.86 4 2.02
\yax 0 70
\xax -1.20 1.20
\label i=1 te=n=3 - 5 NOBACK wi=7.00 or=-90.00sl=1
