!f:$UNITGRAPHS/dxrds.f
\Title ic099.0.rds.DTb.trl 335 to 393 Binoc
#Preperiod 0.050, rate 4.07 +- 0.000  n = 59
Delay = 0
\xy-e
-1.2001 125.13 5 13.62
-1.0001 115.00 4 20.42
-0.8000 102.86 3 18.37
-0.6000 84.29 4 6.34
-0.4000 103.59 4 8.69
-0.2000 99.29 4 20.35
0.0000 114.29 4 5.47
0.2000 94.99 4 9.29
0.4000 95.43 5 4.92
0.6000 96.00 5 16.82
0.8000 100.71 4 19.22
1.0001 107.86 4 14.40
1.2001 77.85 4 7.58
\label i=2 te=Blank \2_
\xy-e--
0.0000 0.00 5 0.00
\yax 0 130
\xax -1.20 1.20
\label i=1 te=n=3 - 5 NOBACK wi=15.00 or=0.00sl=1
