!f:$UNITGRAPHS/pp.f
\Title ic020.0.rds.PP.trl 396 to 512 Binoc FY 5.00
#Preperiod 0.050, rate 2.78 +- 0.000  n = 36
none = 0
\xy-e
1.2000 29.72 5 3.33
1.2600 30.72 4 2.95
4.2000 58.57 4 4.74
4.2600 52.86 4 3.40
7.2000 68.57 4 1.17
7.2600 69.29 4 8.36
10.2000 47.62 3 1.90
10.2600 47.14 4 1.85
13.2000 32.14 4 3.76
13.2600 35.71 4 1.84
16.2000 18.57 4 1.84
16.2600 17.14 4 2.61
19.2000 10.71 4 2.70
19.2600 6.43 4 1.37
22.2000 2.86 5 1.56
22.2600 4.29 4 1.84
\label i=2 te=Blank \2_
\xy-e--
11.7600 1.07 8 0.75
\yax 0 70
\xax 1.20 22.26
\label i=1 te=n=3 - 8 NOBACK wi=20.00 or=-135.00Ro=-135sl=1
