!f:$UNITGRAPHS/yo.f
\Title ic014.0.rds.YP.trl 250 to 382 Binoc FY 5.00 8.00
#Preperiod 0.050, rate 10.00 +- 1.000  n = 38
none = 0
\xy-e
-30.0900 19.43 5 6.73
-27.0900 67.87 4 13.67
-25.5000 50.95 6 4.86
-24.0900 74.28 4 7.82
-22.5000 55.01 4 6.43
-21.0900 40.00 4 5.94
-19.5000 44.29 4 6.34
-18.0900 54.29 4 7.65
-16.5000 72.87 4 13.83
-15.0900 57.14 4 6.70
-13.5000 53.58 4 5.76
-12.0900 55.24 3 5.30
-10.5000 58.57 4 4.12
-9.0900 37.14 4 4.52
-7.5000 36.57 5 4.08
-6.0900 22.14 4 4.57
-4.5000 14.29 3 2.86
\label i=2 te=Blank \2_
\xy-e--
-15.0000 20.36 8 4.69
\yax 0 80
\xax -30.09 -4.50
\label i=1 te=n=3 - 8 NOBACK wi=2.01 or=-45.00Ro=5sl=1
