!f:$UNITGRAPHS/dxrds.f
\Title ic016.0.rds.DTa.trl 39 to 98 Binoc
#Preperiod 0.050, rate 0.00 +- 0.000  n = 58
Delay = 0
\xy-e
-1.2001 29.71 5 4.75
-1.0001 34.29 4 7.29
-0.8000 29.29 4 5.13
-0.6000 23.57 4 5.76
-0.4000 18.57 4 2.74
-0.2000 20.00 5 2.21
0.0000 33.14 5 3.21
0.2000 50.00 4 1.84
0.4000 54.29 4 5.84
0.6000 47.86 4 12.53
0.8000 39.05 3 7.80
1.0001 55.00 4 7.41
1.2001 45.00 4 9.72
\label i=2 te=Blank \2_
\xy-e--
0.0000 0.00 4 0.00
\yax 0 60
\xax -1.20 1.20
\label i=1 te=n=3 - 5 NOBACK wi=11.98 or=-90.00sl=1
