!f:$UNITGRAPHS/yo.f
\Title ic016.0.rds.YP.trl 216 to 367 Binoc
#Preperiod 0.050, rate 0.93 +- 0.000  n = 43
none = 0
\xy-e
-25.0000 20.57 5 2.77
-22.0000 29.29 4 3.38
-21.0000 23.81 6 3.10
-19.0000 34.92 9 1.04
-17.0000 42.14 4 3.38
-16.0000 39.71 10 3.14
-15.0000 34.29 4 4.21
-14.0000 35.00 4 2.14
-13.0000 37.86 8 2.40
-12.0000 44.77 3 7.79
-11.0000 47.86 4 5.13
-10.0000 54.28 7 4.27
-9.0000 53.57 4 6.94
-8.0000 52.86 4 7.24
-7.0000 58.57 8 3.93
-6.0000 45.00 4 5.52
-5.0000 52.57 5 1.94
-4.0000 53.21 8 4.07
-2.0000 20.00 5 4.69
-1.0000 17.14 5 2.39
0.0000 5.00 4 2.14
\label i=2 te=Blank \2_
\xy-e--
-13.0000 2.38 12 0.77
\yax 0 60
\xax -25.00 0.00
\label i=1 te=n=3 - 12 NOBACK wi=14.98 or=-90.00Ro=-90sl=1
