!f:$UNITGRAPHS/xo.f
\Title ic023.0.rds.XP.trl 207 to 282 Binoc FY 5.00
#Preperiod 0.050, rate 1.08 +- 0.000  n = 37
none = 0
\xy-e
-27.0000 8.57 5 1.56
-23.0000 18.57 4 3.40
-19.5500 28.00 5 2.29
-19.0000 25.00 4 4.72
-16.5500 33.57 4 4.86
-15.0000 31.43 4 4.52
-13.5500 31.43 4 5.59
-11.0000 30.86 5 2.46
-10.5500 39.29 4 6.84
-7.5500 49.53 3 5.04
-7.0000 30.72 4 3.17
-4.5500 28.58 4 6.50
-3.0000 17.14 3 5.95
-1.5500 33.57 4 3.76
1.0000 16.43 4 3.93
1.4500 15.72 4 2.97
\label i=2 te=Blank \2_
\xy-e--
-13.0000 3.57 8 1.50
\yax 0 50
\xax -27.00 1.45
\label i=1 te=n=3 - 8 NOBACK wi=14.98 or=180.00Ro=-1sl=1
