!f:$UNITGRAPHS/pp.f
\Title ic084.0.rds.PPb.trl 1439 to 1500 Binoc
#Preperiod 0.050, rate 4.75 +- 0.000  n = 59
none = 0
\xy-e
-7.2800 8.10 6 1.36
-6.2800 14.29 4 5.08
-5.2800 17.86 4 3.38
-4.2800 29.28 4 4.86
-3.2800 48.57 3 2.86
-2.2800 50.71 4 11.27
-1.2800 65.71 4 8.81
-0.2800 52.57 5 6.61
0.7200 47.86 4 2.95
1.7200 45.00 4 4.43
2.7200 37.14 4 6.06
3.7200 31.43 5 6.76
4.7200 24.29 4 0.82
\label i=2 te=Blank \2_
\xy-e--
-1.2800 8.57 4 3.09
\yax 0 70
\xax -7.28 4.72
\label i=1 te=n=3 - 6 NOBACK wi=20.00 or=-45.00Ro=-45sl=1
