!f:$UNITGRAPHS/pp.f
\Title ic084.0.rds.PP.trl 1420 to 1500 Binoc
#Preperiod 0.050, rate 4.75 +- 0.000  n = 59
none = 0
\xy-e
-7.2800 8.10 6 1.36
-6.2800 14.29 4 5.08
-5.2800 17.86 4 3.38
-4.2800 29.28 4 4.86
-4.2200 28.57 1 0.00
-3.2800 48.57 3 2.86
-3.2200 48.57 1 0.00
-2.2800 50.71 4 11.27
-2.2200 54.30 1 0.00
-1.2800 65.71 4 8.81
-1.2200 48.57 1 0.00
-0.2800 52.57 5 6.61
-0.2200 80.00 1 0.00
0.7200 47.86 4 2.95
0.7800 62.86 1 0.00
1.7200 45.00 4 4.43
1.7800 42.86 1 0.00
2.7200 37.14 4 6.06
3.7200 31.43 5 6.76
3.7800 14.29 1 0.00
4.7200 24.29 4 0.82
4.7800 5.71 1 0.00
5.7800 14.29 1 0.00
6.7800 11.43 1 0.00
7.7900 0.00 1 0.00
\label i=2 te=Blank \2_
\xy-e--
-1.2800 7.43 5 2.65
\yax 0 90
\xax -7.28 7.79
\label i=1 te=n=1 - 6 NOBACK wi=20.00 or=-45.00Ro=-45sl=1
