!f:$UNITGRAPHS/xo.f
\Title ic084.0.rds.OP.trl 1310 to 1411 Binoc
#Preperiod 0.050, rate 3.33 +- 0.000  n = 60
none = 0
\label i=2 te=L 1.076346875 +- 0.0935710278520585 R 1.076346875 +- 0.0935710278520585
\xy-e
-2.4600 4.76 3 1.90
-1.4600 12.38 3 3.43
-0.4600 10.48 3 2.52
0.5400 10.00 2 1.43
1.5400 11.43 3 1.65
2.5400 20.00 2 11.43
3.4300 24.29 4 5.53
3.5400 22.86 2 0.00
4.4300 23.81 3 5.04
4.5400 28.58 2 2.85
5.4300 37.14 4 9.55
5.5400 51.43 3 8.57
6.4300 39.98 5 7.11
6.5400 47.62 3 7.80
7.4300 40.00 6 5.67
7.5400 35.71 2 1.43
8.4300 34.29 4 1.65
8.5400 61.43 2 1.43
9.4300 32.14 4 4.72
9.5400 55.00 4 4.72
10.4300 27.14 4 2.74
11.4300 26.86 5 4.66
12.4300 15.00 4 4.10
13.4300 17.86 4 5.13
14.4300 10.71 4 2.95
15.4300 20.00 5 5.19
\label i=3 te=Blank \2_
\xy-e--
9.4300 5.72 6 2.76
\yax 0 70
\xax -2.46 15.43
\label i=1 te=n=2 - 6 NOBACK wi=2.01 or=-45.00Ro=-45sl=1
