!f:$UNITGRAPHS/xo.f
\Title ic037.0.rds.OP.trl 894 to 959 Binoc
#Preperiod 0.050, rate 9.73 +- 1.000  n = 37
none = 0
\label i=2 te=L -0.374746666666667 +- 0.0724908017932814 R -0.374746666666667 +- 0.0724908017932814
\xy-e
-20.1700 30.00 4 11.70
-17.1700 54.29 4 6.28
-14.1700 54.29 8 6.83
-11.1700 88.89 9 7.02
-8.1700 144.13 9 5.77
-5.1700 175.36 8 8.64
-2.1700 133.02 9 9.45
0.8300 57.86 4 5.52
3.8300 18.29 5 7.32
\yax 0 180
\xax -20.17 3.83
\label i=1 te=n=4 - 9 NOBACK wi=3.00 or=45.00Ro=45sl=1
