!f:$UNITGRAPHS/xo.f
\Title ic126.0.rds.OP.trl 192 to 284 Binoc
#Preperiod 0.050, rate 3.72 +- 0.000  n = 43
none = 0
\label i=2 te=L 1.21537831325301 +- 0.0692388250174958 R 1.21537831325301 +- 0.0692388250174958
\xy-e
-6.2700 4.00 5 2.65
-5.2200 1.90 3 1.90
-3.2700 12.85 4 3.40
-3.2200 9.29 4 1.37
-1.2200 50.00 4 3.60
-0.2700 62.86 4 2.02
0.7800 74.99 4 7.13
2.7300 60.00 4 6.17
2.7800 57.86 4 2.14
4.7800 57.14 4 3.69
5.7300 60.72 4 3.38
6.7800 48.57 4 4.95
8.7300 25.71 5 0.90
8.7800 28.57 4 4.04
10.7800 19.43 5 4.98
11.7300 21.43 4 4.44
14.7300 20.00 4 3.09
17.7300 7.43 5 2.14
\label i=3 te=Blank \2_
\xy-e--
5.7300 0.36 8 0.36
\yax 0 80
\xax -6.27 17.73
\label i=1 te=n=3 - 8 NOBACK wi=2.01 or=-135.00Ro=-135sl=1
