!f:$UNITGRAPHS/dxrds.f
\Title ic022.0.rds.DT.trl 41 to 158 Binoc
#Preperiod 0.050, rate 3.45 +- 0.000  n = 58
Delay = 0
\xy-e
-1.2001 47.72 10 3.24
-1.0001 44.49 7 2.24
-0.8000 49.39 7 3.40
-0.6000 57.14 8 3.86
-0.4000 52.14 8 1.69
-0.2000 47.86 8 3.57
0.0000 45.72 8 2.09
0.2000 46.43 8 4.94
0.4000 35.56 9 3.02
0.6000 35.36 8 6.30
0.8000 32.86 8 4.39
1.0001 19.64 8 2.56
1.2001 24.29 8 3.24
\label i=2 te=Blank \2_
\xy-e--
0.0000 4.76 9 2.02
\yax 0 60
\xax -1.20 1.20
\label i=1 te=n=7 - 10 NOBACK wi=10.00 or=-45.00sl=1
