!f:$UNITGRAPHS/yo.f
\Title ic148.0.rds.YP.trl 357 to 504 Binoc
#Preperiod 0.050, rate 1.95 +- 0.000  n = 41
none = 0
\xy-e
-11.2000 6.29 5 4.98
-11.0000 0.00 5 0.00
-8.2000 0.00 4 0.00
-8.0000 3.57 4 1.37
-7.2000 1.14 5 0.70
-5.2000 7.62 9 3.37
-5.0000 1.90 3 1.90
-3.2000 13.33 3 5.04
-2.2000 12.38 3 3.81
-2.0000 17.86 4 4.10
-1.2000 16.43 4 7.13
0.8000 26.07 8 5.36
1.0000 32.86 4 6.01
2.8000 21.43 4 3.40
3.8000 34.29 4 9.69
4.0000 26.43 4 1.80
4.8000 26.43 4 5.14
6.8000 24.29 8 2.70
7.0000 24.29 4 6.23
8.8000 19.43 5 3.88
9.8000 10.71 4 6.43
10.0000 26.43 4 3.38
12.8000 25.00 4 3.76
13.0000 7.86 4 3.17
\label i=2 te=Blank \2_
\xy-e--
1.0000 1.32 13 0.62
\yax 0 40
\xax -11.20 13.00
\label i=1 te=n=3 - 13 NOBACK wi=15.01 or=90.00Ro=45sl=1
