!f:$UNITGRAPHS/dxrds.f
\Title ic085.0.rds.DTd.trl 447 to 508 Binoc FY 5.00
#Preperiod 0.050, rate 7.24 +- 0.000  n = 58
Delay = 0
\xy-e
-1.2001 32.00 5 3.66
-1.0001 35.00 4 4.10
-0.8000 27.86 4 2.14
-0.6000 27.85 4 4.26
-0.4000 22.14 4 0.71
-0.2000 34.28 4 3.09
0.0000 42.86 4 2.02
0.2000 45.14 5 3.55
0.4000 30.71 4 3.17
0.6000 39.29 4 8.44
0.8000 40.00 5 2.71
1.0001 49.28 4 6.32
1.2001 40.95 3 9.52
\label i=2 te=Blank \2_
\xy-e--
0.0000 2.86 4 1.17
\yax 0 50
\xax -1.20 1.20
\label i=1 te=n=3 - 5 Bd0.00,co=1.00 dy=0.0000 wi=10.00 or=180.00sl=1
