!f:$UNITGRAPHS/dxcylinder.f
\Title ic027.0.cylinder.ADTe.trl 845 to 926 Binoc
#Preperiod 0.050, rate 0.00 +- 0.000  n = 50
Delay = 0
\xy-e
-0.0090 15.10 7 1.84
-0.0060 10.73 6 2.30
-0.0030 6.06 7 2.84
0.0000 3.30 5 2.07
0.0030 0.41 8 0.34
0.0060 0.66 5 0.53
0.0090 0.05 12 0.05
\yax 0 20
\xax -0.01 0.01
\label i=1 te=n=5 - 12 
