!f:$UNITGRAPHS/dxrds.f
\Title ic034.0.rds.DTa.trl 40 to 99 Binoc
#Preperiod 0.050, rate 4.41 +- 0.000  n = 59
Delay = 0
\xy-e
-1.2001 59.44 5 7.69
-1.0001 57.86 4 9.21
-0.8000 63.58 4 10.06
-0.6000 67.86 4 13.57
-0.4000 45.72 4 4.20
-0.2000 82.86 4 19.20
0.0000 77.14 4 12.67
0.2000 54.29 5 9.77
0.4000 45.00 4 14.16
0.6000 34.86 5 5.30
0.8000 46.43 4 9.14
1.0001 32.86 4 4.74
1.2001 36.43 4 9.57
\label i=2 te=Blank \2_
\xy-e--
0.0000 0.71 4 0.71
\yax 0 90
\xax -1.20 1.20
\label i=1 te=n=4 - 5 Bd0.00,co=1.00 dy=0.0000 wi=14.98 or=-45.00sl=1
