!f:$UNITGRAPHS/xo.f
\Title ic028.0.rds.XP.trl 194 to 339 Binoc
#Preperiod 0.050, rate 3.33 +- 0.000  n = 48
none = 0
\xy-e
-19.0600 20.00 10 2.09
-15.0600 29.84 9 1.66
-11.0600 49.23 13 2.10
-8.0600 58.57 4 6.23
-7.0600 48.57 9 2.33
-5.0600 42.29 5 5.14
-3.0600 41.43 8 1.21
-2.0600 46.43 4 2.95
0.9400 102.86 13 3.14
3.9400 116.58 5 7.59
4.9400 112.50 8 4.71
6.9400 115.00 4 5.00
8.9400 86.94 7 6.91
9.9400 76.19 3 8.46
12.9400 50.24 12 3.56
16.9400 11.79 8 2.67
20.9400 9.64 8 2.29
\label i=2 te=Blank \2_
\xy-e--
0.9400 6.90 12 1.34
\yax 0 120
\xax -19.06 20.94
\label i=1 te=n=3 - 13 NOBACK wi=3.00 or=90.00Ro=-160sl=1
