!f:$UNITGRAPHS/xo.f
\Title ic089.0.rds.XP.trl 266 to 374 Binoc
#Preperiod 0.050, rate 0.49 +- 0.000  n = 41
none = 0
\xy-e
-13.1300 1.14 5 0.70
-12.0000 4.00 5 0.70
-11.1300 5.71 4 1.17
-10.0000 7.14 4 1.84
-9.1300 4.29 4 0.83
-8.0000 9.29 4 0.71
-7.1300 11.43 4 2.02
-6.0000 25.72 4 4.20
-5.1300 32.86 4 1.84
-4.0000 33.57 4 2.14
-3.1300 30.00 4 1.43
-2.0000 20.95 3 0.95
-1.1300 18.57 4 0.82
0.0000 8.57 5 1.81
0.8700 6.67 3 0.95
2.0000 4.29 4 1.43
2.8700 1.43 4 0.82
4.0000 1.43 4 0.82
\label i=2 te=Blank \2_
\xy-e--
-4.0000 0.36 8 0.36
\yax 0 40
\xax -13.13 4.00
\label i=1 te=n=3 - 8 NOBACK wi=14.98 or=0.00Ro=5sl=1
