!f:$UNITGRAPHS/dxrds.f
\Title ic089.0.rds.DT.trl 37 to 1797 Binoc
#Preperiod 0.050, rate 0.00 +- 0.000  n = 57
Delay = 0
\xy-e
-1.2001 23.05 15 2.02
-1.0001 23.81 12 2.12
-0.8000 25.24 12 2.60
-0.6000 22.38 12 3.64
-0.4000 28.57 12 3.34
-0.2000 31.17 11 3.12
0.0000 43.81 12 2.62
0.2000 48.57 12 2.70
0.4000 40.95 12 2.71
0.6000 36.43 12 2.70
0.8000 34.29 12 2.33
1.0001 30.21 14 2.72
1.2001 32.38 12 2.32
\label i=2 te=Blank \2_
\xy-e--
0.0000 0.00 11 0.00
\yax 0 50
\xax -1.20 1.20
\label i=1 te=n=11 - 15 Bd0.00,co=1.00 dy=0.0000 wi=6.99 or=0.00sl=1
