!f:$UNITGRAPHS/xo.f
\Title ic120.0.rds.OP.trl 1924 to 1998 Binoc
#Preperiod 0.050, rate 22.70 +- 1.000  n = 37
none = 0
\label i=2 te=L 1.16037432432432 +- 0.0540504515987798 R 1.16037432432432 +- 0.0540504515987798
\xy-e
-4.5500 73.58 4 6.94
-1.5500 96.57 5 6.42
-1.0500 108.57 4 11.25
0.9500 127.62 3 12.60
1.4500 131.43 4 9.69
2.9500 145.00 4 8.76
4.4500 170.00 4 5.89
4.9500 159.29 4 4.57
6.9500 169.29 4 4.86
7.4500 172.38 3 8.46
8.9500 159.29 4 12.47
10.4500 122.14 4 10.78
10.9500 108.01 5 8.05
12.9500 87.43 5 3.79
13.4500 92.14 4 5.76
16.4500 59.43 5 1.07
\label i=3 te=Blank \2_
\xy-e--
5.9500 11.07 8 1.98
\yax 0 180
\xax -4.55 16.45
\label i=1 te=n=3 - 8 NOBACK wi=3.01 or=-45.00Ro=-45sl=1
